"","Code","Country","century","decade","year","height.cm","year_decade","height.in"
"831",422,"Lebanon","18","5","0",166.45,1850,65.5314960629921
"832",422,"Lebanon","18","6","0",167.16,1860,65.8110236220472
"833",422,"Lebanon","18","9","0",166.39,1890,65.507874015748
"834",422,"Lebanon","19","0","0",167.28,1900,65.8582677165354
"835",422,"Lebanon","19","4","0",169.352,1940,66.6740157480315
"836",275,"Occupied Palestinian Territory","19","5","0",171,1950,67.3228346456693
"837",275,"Occupied Palestinian Territory","19","6","0",172,1960,67.7165354330709
"838",275,"Occupied Palestinian Territory","19","7","0",172.5,1970,67.9133858267717
"839",682,"Saudi Arabia","19","4","0",169.2,1940,66.6141732283464
"840",682,"Saudi Arabia","19","5","0",170.3,1950,67.0472440944882
"841",682,"Saudi Arabia","19","6","0",170.8,1960,67.244094488189
"842",682,"Saudi Arabia","19","7","0",172.3,1970,67.8346456692913
"843",760,"Syrian Arab Republic","18","5","0",166.34,1850,65.488188976378
"844",760,"Syrian Arab Republic","18","6","0",167.98,1860,66.1338582677165
"845",760,"Syrian Arab Republic","18","8","0",162.2,1880,63.8582677165354
"846",760,"Syrian Arab Republic","18","9","0",166.876,1890,65.6992125984252
"847",760,"Syrian Arab Republic","19","0","0",167.274,1900,65.855905511811
"848",792,"Turkey","18","5","0",168.66,1850,66.4015748031496
"849",792,"Turkey","18","6","0",169.06,1860,66.5590551181102
"850",792,"Turkey","18","7","0",170.08,1870,66.9606299212599
"851",792,"Turkey","18","8","0",167.414,1880,65.9110236220472
"852",792,"Turkey","18","9","0",168.41,1890,66.3031496062992
"853",792,"Turkey","19","0","0",168.417,1900,66.305905511811
"854",792,"Turkey","19","1","0",167.95,1910,66.1220472440945
"855",792,"Turkey","19","2","0",169.3,1920,66.6535433070866
"856",792,"Turkey","19","3","0",169.29,1930,66.6496062992126
"857",792,"Turkey","19","4","0",167.2,1940,65.8267716535433
"858",792,"Turkey","19","5","0",166.6,1950,65.5905511811024
"859",792,"Turkey","19","6","0",167.4,1960,65.9055118110236
"860",792,"Turkey","19","7","0",168.6,1970,66.3779527559055
"861",784,"United Arab Emirates","19","8","0",169.05,1980,66.5551181102362
"862",886,"Yemen (until 1990)","18","5","0",162.26,1850,63.8818897637795
"863",886,"Yemen (until 1990)","18","6","0",161.12,1860,63.4330708661417
"864",886,"Yemen (until 1990)","18","8","0",160.77,1880,63.2952755905512
"865",886,"Yemen (until 1990)","18","9","0",162.72,1890,64.0629921259843
"866",886,"Yemen (until 1990)","19","0","0",161.99,1900,63.7755905511811
"867",886,"Yemen (until 1990)","19","8","0",167.6,1980,65.9842519685039
"868",887,"Yemen","18","5","0",162.26,1850,63.8818897637795
"869",887,"Yemen","18","6","0",161.12,1860,63.4330708661417
"870",887,"Yemen","18","8","0",160.77,1880,63.2952755905512
"871",887,"Yemen","18","9","0",162.72,1890,64.0629921259843
"872",887,"Yemen","19","0","0",161.99,1900,63.7755905511811
"873",887,"Yemen","19","8","0",167.6,1980,65.9842519685039
"874",398,"Kazakhstan","18","4","0",165.3,1840,65.0787401574803
"875",398,"Kazakhstan","18","5","0",164.6,1850,64.8031496062992
"876",398,"Kazakhstan","18","7","0",163.4,1870,64.3307086614173
"877",398,"Kazakhstan","18","9","0",164.8,1890,64.8818897637795
"878",398,"Kazakhstan","19","0","0",165,1900,64.9606299212598
"879",398,"Kazakhstan","19","1","0",163.4,1910,64.3307086614173
"880",398,"Kazakhstan","19","2","0",166,1920,65.3543307086614
"881",398,"Kazakhstan","19","3","0",164.4,1930,64.7244094488189
"882",398,"Kazakhstan","19","5","0",170.3,1950,67.0472440944882
"883",398,"Kazakhstan","19","6","0",171.4,1960,67.4803149606299
"884",398,"Kazakhstan","19","7","0",171.3,1970,67.4409448818898
"885",417,"Kyrgyzstan","18","8","0",165.26,1880,65.0629921259843
"886",417,"Kyrgyzstan","18","9","0",164.03,1890,64.5787401574803
"887",417,"Kyrgyzstan","19","0","0",165.1,1900,65
"888",417,"Kyrgyzstan","19","1","0",165.1,1910,65
"889",417,"Kyrgyzstan","19","2","0",166.2,1920,65.4330708661417
"890",417,"Kyrgyzstan","19","3","0",164.5,1930,64.7637795275591
"891",417,"Kyrgyzstan","19","5","0",169.8,1950,66.8503937007874
"892",417,"Kyrgyzstan","19","6","0",169.8,1960,66.8503937007874
"893",417,"Kyrgyzstan","19","7","0",170.6,1970,67.1653543307087
"894",762,"Tajikistan","18","6","0",165,1860,64.9606299212598
"895",762,"Tajikistan","18","7","0",164.8,1870,64.8818897637795
"896",762,"Tajikistan","18","8","0",166.6,1880,65.5905511811024
"897",762,"Tajikistan","18","9","0",165.8,1890,65.2755905511811
"898",762,"Tajikistan","19","0","0",165.1,1900,65
"899",762,"Tajikistan","19","1","0",165.1,1910,65
"900",795,"Turkmenistan","18","9","0",168.9,1890,66.496062992126
"901",795,"Turkmenistan","19","1","0",167.93,1910,66.1141732283465
"902",795,"Turkmenistan","19","2","0",167.5,1920,65.9448818897638
"903",860,"Uzbekistan","18","9","0",165.2,1890,65.0393700787401
"904",860,"Uzbekistan","19","0","0",165.5,1900,65.1574803149606
"905",860,"Uzbekistan","19","1","0",166,1910,65.3543307086614
"906",860,"Uzbekistan","19","2","0",165.047,1920,64.9791338582677
"907",860,"Uzbekistan","19","4","0",170.323,1940,67.0562992125984
"908",860,"Uzbekistan","19","5","0",171.5,1950,67.5196850393701
"909",860,"Uzbekistan","19","6","0",171.2,1960,67.4015748031496
"910",860,"Uzbekistan","19","7","0",172,1970,67.7165354330709
"911",12,"Algeria","19","1","0",168.8,1910,66.4566929133858
"912",12,"Algeria","19","2","0",166.241,1920,65.4492125984252
"913",12,"Algeria","19","3","0",169,1930,66.5354330708661
"914",818,"Egypt","18","5","0",166.35,1850,65.492125984252
"915",818,"Egypt","18","6","0",167.69,1860,66.0196850393701
"916",818,"Egypt","18","7","0",166.88,1870,65.7007874015748
"917",818,"Egypt","18","8","0",162.99,1880,64.1692913385827
"918",818,"Egypt","19","0","0",166.2,1900,65.4330708661417
"919",818,"Egypt","19","1","0",166.21,1910,65.4370078740157
"920",818,"Egypt","19","2","0",165.11,1920,65.003937007874
"921",818,"Egypt","19","4","0",167.504,1940,65.9464566929134
"922",818,"Egypt","19","5","0",170.09,1950,66.9645669291339
"923",818,"Egypt","19","6","0",170.632,1960,67.1779527559055
"924",818,"Egypt","19","7","0",171.248,1970,67.4204724409449
"925",818,"Egypt","19","8","0",171.283,1980,67.4342519685039
"926",434,"Libya","18","9","0",166.5,1890,65.5511811023622
"927",434,"Libya","19","2","0",165.11,1920,65.003937007874
"928",504,"Morocco","18","8","0",168.6,1880,66.3779527559055
"929",504,"Morocco","19","4","0",168.107,1940,66.1838582677165
"930",504,"Morocco","19","5","0",169.012,1950,66.540157480315
"931",504,"Morocco","19","6","0",169.913,1960,66.8948818897638
"932",504,"Morocco","19","7","0",170.239,1970,67.0232283464567
"933",504,"Morocco","19","8","0",170.29,1980,67.0433070866142
"934",729,"Sudan (North)","18","7","0",167.99,1870,66.1377952755905
"935",729,"Sudan (North)","18","8","0",169.865,1880,66.8759842519685
"936",729,"Sudan (North)","18","9","0",169.836,1890,66.8645669291339
"937",729,"Sudan (North)","19","0","0",167.854,1900,66.0842519685039
"938",729,"Sudan (North)","19","1","0",169,1910,66.5354330708661
"939",729,"Sudan (North)","19","2","0",170.985,1920,67.3169291338583
"940",729,"Sudan (North)","19","3","0",167.9,1930,66.1023622047244
"941",736,"Sudan (until 2011)","18","7","0",167.99,1870,66.1377952755905
"942",736,"Sudan (until 2011)","18","8","0",169.865,1880,66.8759842519685
"943",736,"Sudan (until 2011)","18","9","0",169.836,1890,66.8645669291339
"944",736,"Sudan (until 2011)","19","0","0",167.854,1900,66.0842519685039
"945",736,"Sudan (until 2011)","19","1","0",169,1910,66.5354330708661
"946",736,"Sudan (until 2011)","19","2","0",170.985,1920,67.3169291338583
"947",736,"Sudan (until 2011)","19","3","0",167.9,1930,66.1023622047244
"948",788,"Tunisia","19","1","0",162.9,1910,64.1338582677165
"949",788,"Tunisia","19","7","0",165.3,1970,65.0787401574803
"950",204,"Benin","18","1","0",164.9,1810,64.9212598425197
"951",204,"Benin","19","1","0",168.87,1910,66.4842519685039
"952",204,"Benin","19","2","0",168.127,1920,66.1917322834646
"953",204,"Benin","19","3","0",168.2,1930,66.2204724409449
"954",204,"Benin","19","5","0",169.911,1950,66.894094488189
"955",204,"Benin","19","6","0",170.688,1960,67.2
"956",204,"Benin","19","7","0",170.286,1970,67.0417322834646
"957",204,"Benin","19","8","0",169.163,1980,66.5996062992126
"958",854,"Burkina Faso","18","1","0",166.29,1810,65.4685039370079
"959",854,"Burkina Faso","18","2","0",165.36,1820,65.1023622047244
"960",854,"Burkina Faso","18","3","0",166.72,1830,65.6377952755905
"961",854,"Burkina Faso","18","4","0",162.59,1840,64.011811023622
"962",854,"Burkina Faso","18","7","0",171.2,1870,67.4015748031496
"963",854,"Burkina Faso","18","8","0",171.463,1880,67.5051181102362
"964",854,"Burkina Faso","18","9","0",167.9,1890,66.1023622047244
"965",854,"Burkina Faso","19","0","0",171.174,1900,67.3913385826772
"966",854,"Burkina Faso","19","1","0",171.06,1910,67.3464566929134
"967",854,"Burkina Faso","19","2","0",172.4,1920,67.8740157480315
"968",854,"Burkina Faso","19","3","0",171,1930,67.3228346456693
"969",854,"Burkina Faso","19","4","0",172.451,1940,67.894094488189
"970",854,"Burkina Faso","19","5","0",172.226,1950,67.8055118110236
"971",854,"Burkina Faso","19","6","0",172.798,1960,68.0307086614173
"972",854,"Burkina Faso","19","7","0",172.844,1970,68.0488188976378
"973",854,"Burkina Faso","19","8","0",172.829,1980,68.0429133858268
"974",132,"Cape Verde","19","8","0",168.986,1980,66.5299212598425
"975",384,"Cote d'Ivoire","18","1","0",165.1,1810,65
"976",384,"Cote d'Ivoire","18","5","0",170.523,1850,67.1350393700787
"977",384,"Cote d'Ivoire","18","7","0",169.756,1870,66.8330708661417
"978",384,"Cote d'Ivoire","18","9","0",168.83,1890,66.4685039370079
"979",384,"Cote d'Ivoire","19","0","0",167.9,1900,66.1023622047244
"980",384,"Cote d'Ivoire","19","1","0",166.621,1910,65.5988188976378
"981",384,"Cote d'Ivoire","19","2","0",166.7,1920,65.6299212598425
"982",384,"Cote d'Ivoire","19","3","0",167.5,1930,65.9448818897638
"983",384,"Cote d'Ivoire","19","4","0",168.65,1940,66.3976377952756
"984",384,"Cote d'Ivoire","19","5","0",170,1950,66.9291338582677
"985",384,"Cote d'Ivoire","19","6","0",171.3,1960,67.4409448818898
"986",384,"Cote d'Ivoire","19","7","0",171.2,1970,67.4015748031496
"987",384,"Cote d'Ivoire","19","8","0",171,1980,67.3228346456693
"988",270,"Gambia","19","2","0",166.6,1920,65.5905511811024
"989",288,"Ghana","18","1","0",164.1,1810,64.6062992125984
"990",288,"Ghana","18","6","0",167.757,1860,66.046062992126
"991",288,"Ghana","18","8","0",167.8,1880,66.0629921259843
"992",288,"Ghana","18","9","0",164.2,1890,64.6456692913386
"993",288,"Ghana","19","0","0",165.9,1900,65.3149606299213
"994",288,"Ghana","19","1","0",167.1,1910,65.7874015748031
"995",288,"Ghana","19","2","0",167.1,1920,65.7874015748031
"996",288,"Ghana","19","3","0",167.65,1930,66.003937007874
"997",288,"Ghana","19","4","0",168.6,1940,66.3779527559055
"998",288,"Ghana","19","5","0",169.49,1950,66.7283464566929
"999",288,"Ghana","19","6","0",169.771,1960,66.8389763779527
"1000",288,"Ghana","19","7","0",169.926,1970,66.9
"1001",288,"Ghana","19","8","0",170.005,1980,66.9311023622047
"1002",324,"Guinea","18","7","0",169.885,1870,66.8838582677165
"1003",324,"Guinea","18","9","0",164.21,1890,64.6496062992126
"1004",324,"Guinea","19","0","0",168.4,1900,66.2992125984252
"1005",324,"Guinea","19","1","0",168.455,1910,66.3208661417323
"1006",324,"Guinea","19","2","0",168.593,1920,66.3751968503937
"1007",324,"Guinea","19","3","0",167.528,1930,65.955905511811
"1008",324,"Guinea","19","5","0",168.738,1950,66.4322834645669
"1009",324,"Guinea","19","6","0",169.621,1960,66.7799212598425
"1010",324,"Guinea","19","7","0",169.712,1970,66.8157480314961
"1011",324,"Guinea","19","8","0",169.49,1980,66.7283464566929
"1012",624,"Guinea-Bissau","18","1","0",165.4,1810,65.1181102362205
"1013",624,"Guinea-Bissau","18","9","0",168.259,1890,66.2437007874016
"1014",624,"Guinea-Bissau","19","0","0",167.721,1900,66.0318897637795
"1015",624,"Guinea-Bissau","19","1","0",167.808,1910,66.0661417322835
"1016",624,"Guinea-Bissau","19","2","0",166.096,1920,65.392125984252
"1017",624,"Guinea-Bissau","19","3","0",169.4,1930,66.6929133858268
"1018",624,"Guinea-Bissau","19","4","0",168.9,1940,66.496062992126
"1019",624,"Guinea-Bissau","19","5","0",168.9,1950,66.496062992126
"1020",430,"Liberia","19","1","0",165.38,1910,65.1102362204724
"1021",430,"Liberia","19","2","0",167.59,1920,65.9803149606299
"1022",430,"Liberia","19","3","0",167.235,1930,65.8405511811024
"1023",430,"Liberia","19","5","0",166.975,1950,65.738188976378
"1024",430,"Liberia","19","6","0",168.648,1960,66.3968503937008
"1025",430,"Liberia","19","7","0",168.472,1970,66.3275590551181
"1026",430,"Liberia","19","8","0",167.264,1980,65.851968503937
"1027",466,"Mali","18","5","0",166.467,1850,65.538188976378
"1028",466,"Mali","18","8","0",171.043,1880,67.3397637795276
"1029",466,"Mali","18","9","0",169.376,1890,66.6834645669291
"1030",466,"Mali","19","0","0",167.485,1900,65.9389763779528
"1031",466,"Mali","19","1","0",171.449,1910,67.4996062992126
"1032",466,"Mali","19","2","0",171.605,1920,67.5610236220472
"1033",466,"Mali","19","3","0",168.5,1930,66.3385826771653
"1034",466,"Mali","19","4","0",170.5,1940,67.1259842519685
"1035",466,"Mali","19","5","0",172.483,1950,67.9066929133858
"1036",466,"Mali","19","6","0",172.727,1960,68.0027559055118
"1037",466,"Mali","19","7","0",172.503,1970,67.9145669291339
"1038",466,"Mali","19","8","0",172.238,1980,67.8102362204724
"1039",478,"Mauritania","19","0","0",168.954,1900,66.5173228346457
"1040",478,"Mauritania","19","1","0",169.395,1910,66.6909448818898
"1041",478,"Mauritania","19","2","0",169.227,1920,66.6248031496063
"1042",478,"Mauritania","19","3","0",170.149,1930,66.9877952755906
"1043",562,"Niger","18","7","0",167.298,1870,65.8653543307087
"1044",562,"Niger","18","8","0",173,1880,68.1102362204724
"1045",562,"Niger","19","0","0",168.663,1900,66.4027559055118
"1046",562,"Niger","19","1","0",171.598,1910,67.5582677165354
"1047",562,"Niger","19","2","0",171.412,1920,67.4850393700787
"1048",562,"Niger","19","3","0",172.7,1930,67.992125984252
"1049",562,"Niger","19","4","0",171.179,1940,67.3933070866142
"1050",562,"Niger","19","5","0",170.946,1950,67.3015748031496
"1051",562,"Niger","19","6","0",171.44,1960,67.496062992126
"1052",562,"Niger","19","7","0",171.35,1970,67.4606299212598
"1053",562,"Niger","19","8","0",170.651,1980,67.1854330708661
"1054",566,"Nigeria","18","1","0",165.2,1810,65.0393700787401
"1055",566,"Nigeria","18","2","0",162.239,1820,63.8736220472441
"1056",566,"Nigeria","18","7","0",165.612,1870,65.2015748031496
"1057",566,"Nigeria","18","8","0",167.873,1880,66.0917322834646
"1058",566,"Nigeria","19","1","0",166.794,1910,65.6669291338583
"1059",566,"Nigeria","19","2","0",165.6,1920,65.1968503937008
"1060",566,"Nigeria","19","3","0",164.62,1930,64.8110236220472
"1061",566,"Nigeria","19","4","0",167.2,1940,65.8267716535433
"1062",566,"Nigeria","19","5","0",168.544,1950,66.355905511811
"1063",566,"Nigeria","19","6","0",169.769,1960,66.8381889763779
"1064",566,"Nigeria","19","7","0",169.654,1970,66.7929133858268
"1065",566,"Nigeria","19","8","0",169.503,1980,66.7334645669291
"1066",686,"Senegal","18","1","0",165.4,1810,65.1181102362205
"1067",686,"Senegal","18","6","0",172.545,1860,67.9311023622047
"1068",686,"Senegal","18","7","0",168.157,1870,66.2035433070866
"1069",686,"Senegal","18","9","0",171.75,1890,67.6181102362205
"1070",686,"Senegal","19","0","0",170.384,1900,67.0803149606299
"1071",686,"Senegal","19","1","0",169.26,1910,66.6377952755905
"1072",686,"Senegal","19","2","0",171.561,1920,67.5437007874016
"1073",686,"Senegal","19","3","0",171.109,1930,67.3657480314961
"1074",686,"Senegal","19","4","0",171.861,1940,67.661811023622
"1075",686,"Senegal","19","5","0",173.913,1950,68.4696850393701
"1076",686,"Senegal","19","6","0",174.091,1960,68.5397637795276
"1077",686,"Senegal","19","7","0",174.736,1970,68.7937007874016
"1078",686,"Senegal","19","8","0",174.254,1980,68.603937007874
"1079",694,"Sierra Leone","18","1","0",164.682,1810,64.8354330708661
"1080",694,"Sierra Leone","18","2","0",162.16,1820,63.8425196850394
"1081",694,"Sierra Leone","18","9","0",165.5,1890,65.1574803149606
"1082",694,"Sierra Leone","19","1","0",165.8,1910,65.2755905511811
"1083",694,"Sierra Leone","19","2","0",166.961,1920,65.7326771653543
"1084",694,"Sierra Leone","19","3","0",165.5,1930,65.1574803149606
"1085",694,"Sierra Leone","19","7","0",167.4,1970,65.9055118110236
"1086",694,"Sierra Leone","19","8","0",165.8,1980,65.2755905511811
"1087",768,"Togo","18","6","0",165.345,1860,65.0964566929134
"1088",768,"Togo","19","0","0",167,1900,65.748031496063
"1089",768,"Togo","19","2","0",168.352,1920,66.2803149606299
"1090",768,"Togo","19","5","0",170.8,1950,67.244094488189
"1091",768,"Togo","19","6","0",170.6,1960,67.1653543307087
"1092",768,"Togo","19","7","0",170.5,1970,67.1259842519685
"1093",768,"Togo","19","8","0",167.7,1980,66.0236220472441
"1094",24,"Angola","18","1","0",160.5,1810,63.1889763779528
"1095",24,"Angola","18","8","0",168.8,1880,66.4566929133858
"1096",24,"Angola","18","9","0",169.1,1890,66.5748031496063
"1097",24,"Angola","19","0","0",168.1,1900,66.1811023622047
"1098",24,"Angola","19","1","0",168,1910,66.1417322834646
"1099",24,"Angola","19","2","0",165.7,1920,65.2362204724409
"1100",24,"Angola","19","3","0",166.7,1930,65.6299212598425
"1101",120,"Cameroon","18","1","0",165.9,1810,65.3149606299213
"1102",120,"Cameroon","18","6","0",165.145,1860,65.0177165354331
"1103",120,"Cameroon","18","7","0",165.715,1870,65.242125984252
"1104",120,"Cameroon","18","8","0",166.556,1880,65.5732283464567
"1105",120,"Cameroon","18","9","0",164.085,1890,64.6003937007874
"1106",120,"Cameroon","19","0","0",166.738,1900,65.6448818897638
"1107",120,"Cameroon","19","1","0",168.765,1910,66.4429133858268
"1108",120,"Cameroon","19","2","0",166.657,1920,65.6129921259842
"1109",120,"Cameroon","19","3","0",169.5,1930,66.7322834645669
"1110",120,"Cameroon","19","5","0",171.251,1950,67.4216535433071
"1111",120,"Cameroon","19","6","0",171.519,1960,67.5271653543307
"1112",120,"Cameroon","19","7","0",171.585,1970,67.5531496062992
"1113",120,"Cameroon","19","8","0",170.967,1980,67.309842519685
"1114",140,"Central African Republic","18","8","0",167.1,1880,65.7874015748031
"1115",140,"Central African Republic","19","0","0",167.27,1900,65.8543307086614
"1116",140,"Central African Republic","19","1","0",164.866,1910,64.907874015748
"1117",140,"Central African Republic","19","2","0",163.573,1920,64.3988188976378
"1118",140,"Central African Republic","19","3","0",164,1930,64.5669291338583
"1119",140,"Central African Republic","19","5","0",169.3,1950,66.6535433070866
"1120",140,"Central African Republic","19","6","0",170.8,1960,67.244094488189
"1121",140,"Central African Republic","19","7","0",169.9,1970,66.8897637795276
"1122",148,"Chad","18","7","0",169.793,1870,66.8476377952756
"1123",148,"Chad","18","8","0",168.969,1880,66.5232283464567
"1124",148,"Chad","18","9","0",169.6,1890,66.7716535433071
"1125",148,"Chad","19","0","0",165.8,1900,65.2755905511811
"1126",148,"Chad","19","2","0",169.379,1920,66.6846456692913
"1127",148,"Chad","19","3","0",170.61,1930,67.1692913385827
"1128",148,"Chad","19","5","0",173.69,1950,68.3818897637795
"1129",148,"Chad","19","6","0",174.3,1960,68.6220472440945
"1130",148,"Chad","19","7","0",173.8,1970,68.4251968503937
"1131",148,"Chad","19","8","0",173.3,1980,68.2283464566929
"1132",178,"Congo","18","1","0",163.3,1810,64.2913385826772
"1133",178,"Congo","18","5","0",167.605,1850,65.9862204724409
"1134",178,"Congo","18","6","0",166.043,1860,65.3712598425197
"1135",178,"Congo","19","2","0",165.395,1920,65.1161417322835
"1136",178,"Congo","19","3","0",164.62,1930,64.8110236220472
"1137",178,"Congo","19","4","0",166.88,1940,65.7007874015748
"1138",178,"Congo","19","5","0",168.447,1950,66.3177165354331
"1139",178,"Congo","19","6","0",169.376,1960,66.6834645669291
"1140",178,"Congo","19","7","0",169.036,1970,66.5496062992126
"1141",178,"Congo","19","8","0",168.369,1980,66.2870078740157
"1142",180,"Democratic Republic of the Congo","18","1","0",163.3,1810,64.2913385826772
"1143",180,"Democratic Republic of the Congo","18","7","0",165.734,1870,65.2496062992126
"1144",180,"Democratic Republic of the Congo","18","8","0",163.2,1880,64.251968503937
"1145",180,"Democratic Republic of the Congo","18","9","0",162.609,1890,64.0192913385827
"1146",180,"Democratic Republic of the Congo","19","1","0",165.3,1910,65.0787401574803
"1147",180,"Democratic Republic of the Congo","19","2","0",163.146,1920,64.2307086614173
"1148",180,"Democratic Republic of the Congo","19","3","0",167.308,1930,65.8692913385827
"1149",180,"Democratic Republic of the Congo","19","5","0",168.469,1950,66.3263779527559
"1150",180,"Democratic Republic of the Congo","19","6","0",168.32,1960,66.2677165354331
"1151",180,"Democratic Republic of the Congo","19","7","0",169.049,1970,66.5547244094488
"1152",180,"Democratic Republic of the Congo","19","8","0",167.542,1980,65.9614173228346
"1153",226,"Equatorial Guinea","19","3","0",169,1930,66.5354330708661
"1154",266,"Gabon","18","1","0",165.4,1810,65.1181102362205
"1155",266,"Gabon","19","1","0",164.9,1910,64.9212598425197
"1156",266,"Gabon","19","2","0",164.311,1920,64.6893700787402
"1157",266,"Gabon","19","5","0",171.2,1950,67.4015748031496
"1158",266,"Gabon","19","6","0",170.7,1960,67.2047244094488
"1159",266,"Gabon","19","7","0",170.5,1970,67.1259842519685
"1160",266,"Gabon","19","8","0",169.7,1980,66.8110236220472
"1161",72,"Botswana","19","1","0",165.42,1910,65.1259842519685
"1162",72,"Botswana","19","8","0",167.1,1980,65.7874015748031
"1163",426,"Lesotho","19","0","0",168,1900,66.1417322834646
"1164",426,"Lesotho","19","5","0",167.97,1950,66.1299212598425
"1165",426,"Lesotho","19","6","0",168.269,1960,66.2476377952756
"1166",426,"Lesotho","19","7","0",168.535,1970,66.3523622047244
"1167",426,"Lesotho","19","8","0",167.386,1980,65.9
"1168",516,"Namibia","19","0","0",166.653,1900,65.6114173228346
"1169",516,"Namibia","19","3","0",171.11,1930,67.3661417322835
"1170",516,"Namibia","19","4","0",172.312,1940,67.8393700787402
"1171",516,"Namibia","19","5","0",171.906,1950,67.6795275590551
"1172",516,"Namibia","19","6","0",172.076,1960,67.7464566929134
"1173",516,"Namibia","19","7","0",172.242,1970,67.811811023622
"1174",516,"Namibia","19","8","0",171.343,1980,67.457874015748
"1175",710,"South Africa","18","9","0",170.364,1890,67.0724409448819
"1176",710,"South Africa","19","0","0",169.898,1900,66.8889763779528
"1177",710,"South Africa","19","1","0",169.704,1910,66.8125984251969
"1178",710,"South Africa","19","2","0",169.214,1920,66.6196850393701
"1179",710,"South Africa","19","3","0",169.984,1930,66.9228346456693
"1180",710,"South Africa","19","4","0",168.225,1940,66.2303149606299
"1181",710,"South Africa","19","5","0",170.1,1950,66.9685039370079
"1182",710,"South Africa","19","6","0",169.5,1960,66.7322834645669
"1183",710,"South Africa","19","7","0",168.9,1970,66.496062992126
"1184",710,"South Africa","19","8","0",168.1,1980,66.1811023622047
"1185",748,"Swaziland","19","3","0",168.812,1930,66.4614173228346
"1186",748,"Swaziland","19","5","0",169.473,1950,66.7216535433071
"1187",748,"Swaziland","19","6","0",169.884,1960,66.8834645669291
"1188",748,"Swaziland","19","7","0",170.493,1970,67.1232283464567
"1189",748,"Swaziland","19","8","0",170.238,1980,67.0228346456693
"1190",108,"Burundi","19","2","0",166.14,1920,65.4094488188976
"1191",108,"Burundi","19","3","0",169.355,1930,66.6751968503937
"1192",174,"Comoros","19","5","0",166.8,1950,65.6692913385827
"1193",174,"Comoros","19","6","0",167,1960,65.748031496063
"1194",174,"Comoros","19","7","0",167,1970,65.748031496063
"1195",262,"Djibouti","19","8","0",168.893,1980,66.4933070866142
"1196",232,"Eritrea","18","6","0",166.282,1860,65.4653543307087
"1197",232,"Eritrea","18","8","0",165.342,1880,65.0952755905512
"1198",232,"Eritrea","19","3","0",164,1930,64.5669291338583
"1199",232,"Eritrea","19","5","0",156.7,1950,61.6929133858268
"1200",232,"Eritrea","19","6","0",155.75,1960,61.3188976377953
"1201",232,"Eritrea","19","7","0",156,1970,61.4173228346457
"1202",230,"Ethiopia (until 1993)","18","6","0",169.3,1860,66.6535433070866
"1203",230,"Ethiopia (until 1993)","18","8","0",167.461,1880,65.9295275590551
"1204",230,"Ethiopia (until 1993)","19","1","0",161.451,1910,63.5633858267717
"1205",230,"Ethiopia (until 1993)","19","2","0",166.636,1920,65.6047244094488
"1206",230,"Ethiopia (until 1993)","19","3","0",167.27,1930,65.8543307086614
"1207",230,"Ethiopia (until 1993)","19","4","0",168.5,1940,66.3385826771653
"1208",230,"Ethiopia (until 1993)","19","5","0",166.823,1950,65.6783464566929
"1209",230,"Ethiopia (until 1993)","19","6","0",167.512,1960,65.9496062992126
"1210",230,"Ethiopia (until 1993)","19","7","0",167.49,1970,65.9409448818898
"1211",230,"Ethiopia (until 1993)","19","8","0",167.253,1980,65.8476377952756
"1212",231,"Ethiopia (from 1993)","18","6","0",169.3,1860,66.6535433070866
"1213",231,"Ethiopia (from 1993)","18","8","0",167.461,1880,65.9295275590551
"1214",231,"Ethiopia (from 1993)","19","1","0",161.451,1910,63.5633858267717
"1215",231,"Ethiopia (from 1993)","19","2","0",166.636,1920,65.6047244094488
"1216",231,"Ethiopia (from 1993)","19","3","0",167.27,1930,65.8543307086614
"1217",231,"Ethiopia (from 1993)","19","4","0",168.5,1940,66.3385826771653
"1218",231,"Ethiopia (from 1993)","19","5","0",166.823,1950,65.6783464566929
"1219",231,"Ethiopia (from 1993)","19","6","0",167.512,1960,65.9496062992126
"1220",231,"Ethiopia (from 1993)","19","7","0",167.49,1970,65.9409448818898
"1221",231,"Ethiopia (from 1993)","19","8","0",167.253,1980,65.8476377952756
"1222",404,"Kenya","18","8","0",164.535,1880,64.7775590551181
"1223",404,"Kenya","18","9","0",166,1890,65.3543307086614
"1224",404,"Kenya","19","0","0",166.7,1900,65.6299212598425
"1225",404,"Kenya","19","1","0",168.079,1910,66.1728346456693
"1226",404,"Kenya","19","2","0",167.698,1920,66.0228346456693
"1227",404,"Kenya","19","5","0",169.884,1950,66.8834645669291
"1228",404,"Kenya","19","6","0",170.745,1960,67.2224409448819
"1229",404,"Kenya","19","7","0",170.902,1970,67.2842519685039
"1230",404,"Kenya","19","8","0",171.221,1980,67.409842519685
"1231",450,"Madagascar","18","6","0",163.918,1860,64.5346456692913
"1232",450,"Madagascar","19","0","0",163.151,1900,64.2326771653543
"1233",450,"Madagascar","19","1","0",163.154,1910,64.2338582677165
"1234",450,"Madagascar","19","2","0",163.45,1920,64.3503937007874
"1235",450,"Madagascar","19","5","0",164.056,1950,64.5889763779528
"1236",450,"Madagascar","19","6","0",164.954,1960,64.9425196850394
"1237",450,"Madagascar","19","7","0",163.884,1970,64.5212598425197
"1238",450,"Madagascar","19","8","0",162.874,1980,64.1236220472441
"1239",454,"Malawi","18","7","0",166.65,1870,65.6102362204724
