"","Code","Country","century","decade","year","height.cm","year_decade","height.in"
"1240",454,"Malawi","19","2","0",168.42,1920,66.3070866141732
"1241",454,"Malawi","19","3","0",165.6,1930,65.1968503937008
"1242",454,"Malawi","19","4","0",166.202,1940,65.4338582677165
"1243",454,"Malawi","19","5","0",166.617,1950,65.5972440944882
"1244",454,"Malawi","19","6","0",167.089,1960,65.7830708661417
"1245",454,"Malawi","19","7","0",166.729,1970,65.6413385826772
"1246",454,"Malawi","19","8","0",166.244,1980,65.4503937007874
"1247",508,"Mozambique","18","1","0",164.1,1810,64.6062992125984
"1248",508,"Mozambique","18","7","0",167.05,1870,65.7677165354331
"1249",508,"Mozambique","19","0","0",169.613,1900,66.7767716535433
"1250",508,"Mozambique","19","1","0",166.667,1910,65.6169291338583
"1251",508,"Mozambique","19","2","0",168.639,1920,66.3933070866142
"1252",508,"Mozambique","19","3","0",167.29,1930,65.8622047244095
"1253",508,"Mozambique","19","5","0",165.967,1950,65.3413385826772
"1254",508,"Mozambique","19","6","0",166.269,1960,65.4602362204724
"1255",508,"Mozambique","19","7","0",165.547,1970,65.1759842519685
"1256",508,"Mozambique","19","8","0",165.15,1980,65.0196850393701
"1257",646,"Rwanda","19","1","0",172,1910,67.7165354330709
"1258",646,"Rwanda","19","2","0",171.566,1920,67.5456692913386
"1259",646,"Rwanda","19","3","0",169.321,1930,66.6618110236221
"1260",646,"Rwanda","19","5","0",168.887,1950,66.4909448818898
"1261",646,"Rwanda","19","6","0",168.804,1960,66.4582677165354
"1262",646,"Rwanda","19","7","0",167.908,1970,66.1055118110236
"1263",646,"Rwanda","19","8","0",167.162,1980,65.811811023622
"1264",706,"Somalia","18","8","0",172.75,1880,68.011811023622
"1265",706,"Somalia","18","9","0",171.4,1890,67.4803149606299
"1266",706,"Somalia","19","0","0",171.9,1900,67.6771653543307
"1267",706,"Somalia","19","1","0",171.068,1910,67.3496062992126
"1268",706,"Somalia","19","2","0",168.69,1920,66.4133858267716
"1269",706,"Somalia","19","3","0",172.9,1930,68.0708661417323
"1270",800,"Uganda","18","7","0",168.07,1870,66.1692913385827
"1271",800,"Uganda","18","8","0",166.311,1880,65.4767716535433
"1272",800,"Uganda","18","9","0",166.425,1890,65.5216535433071
"1273",800,"Uganda","19","1","0",165.96,1910,65.3385826771654
"1274",800,"Uganda","19","2","0",167.486,1920,65.9393700787402
"1275",800,"Uganda","19","3","0",164.892,1930,64.9181102362205
"1276",800,"Uganda","19","5","0",169.822,1950,66.8590551181102
"1277",800,"Uganda","19","6","0",170.087,1960,66.9633858267716
"1278",800,"Uganda","19","7","0",169.612,1970,66.7763779527559
"1279",800,"Uganda","19","8","0",169.274,1980,66.6433070866142
"1280",834,"United Republic of Tanzania","18","7","0",167.769,1870,66.0507874015748
"1281",834,"United Republic of Tanzania","18","8","0",168.516,1880,66.3448818897638
"1282",834,"United Republic of Tanzania","18","9","0",167.669,1890,66.0114173228346
"1283",834,"United Republic of Tanzania","19","1","0",164.965,1910,64.9468503937008
"1284",834,"United Republic of Tanzania","19","2","0",165.788,1920,65.2708661417323
"1285",834,"United Republic of Tanzania","19","3","0",166.6,1930,65.5905511811024
"1286",834,"United Republic of Tanzania","19","4","0",165.569,1940,65.1846456692913
"1287",834,"United Republic of Tanzania","19","5","0",166.195,1950,65.4311023622047
"1288",834,"United Republic of Tanzania","19","6","0",167.167,1960,65.813779527559
"1289",834,"United Republic of Tanzania","19","7","0",167.805,1970,66.0649606299213
"1290",834,"United Republic of Tanzania","19","8","0",166.861,1980,65.6933070866142
"1291",894,"Zambia","19","4","0",168.063,1940,66.1665354330709
"1292",894,"Zambia","19","5","0",169.635,1950,66.7854330708661
"1293",894,"Zambia","19","6","0",169.719,1960,66.8185039370079
"1294",894,"Zambia","19","7","0",168.932,1970,66.5086614173228
"1295",894,"Zambia","19","8","0",168.194,1980,66.2181102362205
"1296",716,"Zimbabwe","18","9","0",169.045,1890,66.5531496062992
"1297",716,"Zimbabwe","19","0","0",167.63,1900,65.996062992126
"1298",716,"Zimbabwe","19","5","0",170.988,1950,67.3181102362205
"1299",716,"Zimbabwe","19","6","0",171.076,1960,67.3527559055118
"1300",716,"Zimbabwe","19","7","0",171.34,1970,67.4566929133858
"1301",716,"Zimbabwe","19","8","0",171.004,1980,67.3244094488189
