year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2016,588.5666,1,1,2,1,6,2,88,0,2,2,3,1,2,0,1,4,2,0,0,2,1
2016,588.5666,1,1,2,1,6,2,88,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2016,560.56043,1,1,2,1,5,4,7,1,2,1,4,1,3,5,1,2,1,1,2,2,5
2016,632.37925,2,1,2,1,6,5,1,1,2,3,3,1,2,0,1,4,2,1,2,2,1
2016,1628.92946,2,1,1,4,7,2,2,1,2,1,5,1,2,0,1,4,2,0,0,2,3
2016,2778.15818,1,2,1,4,5,1,2,3,2,1,3,1,1,2,1,3,1,0,0,2,1
2016,2778.15818,1,2,1,4,5,1,2,3,2,1,3,1,1,2,1,3,1,0,0,2,1
2016,1252.22806,2,1,2,1,5,2,3,1,2,2,2,2,2,0,1,4,2,0,0,2,1
2016,1960.03213,2,1,2,1,5,1,7,0,3,3,1,1,2,0,1,4,2,0,0,2,3
2016,1960.03213,2,1,2,1,5,1,7,0,3,3,1,1,2,0,1,4,2,0,0,2,1
2016,2066.46196,2,1,2,1,3,1,7,1,2,3,3,2,2,0,1,4,2,0,0,2,4
2016,984.57193,2,1,2,1,6,4,7,1,2,1,3,1,2,0,1,4,2,0,0,2,1
2016,546.69994,2,2,2,2,6,5,3,1,2,1,3,1,1,4,1,3,1,1,2,2,3
2016,1340.79935,1,1,2,1,4,4,4,1,3,3,3,2,1,2,1,3,1,0,0,2,3
2016,743.22045,1,1,2,1,7,1,1,1,3,2,4,1,3,5,1,2,1,0,0,2,3
2016,1103.87271,2,2,2,2,6,1,6,1,3,1,1,2,1,3,1,2,1,1,2,2,1
2016,3638.01795,1,1,2,1,7,4,6,1,3,1,3,2,2,0,1,4,2,0,0,2,3
2016,3638.01795,1,1,2,1,7,4,6,1,3,1,6,2,2,0,1,4,2,0,0,2,1
2016,652.93789,1,1,2,1,7,4,5,0,3,3,1,1,2,0,1,4,2,1,2,2,3
2016,756.81697,2,1,2,1,3,1,1,4,3,1,3,2,2,0,1,4,2,0,0,2,2
2016,756.81697,2,1,2,1,3,1,1,4,3,1,4,2,2,0,1,1,1,0,0,2,1
2016,1144.82074,2,1,2,1,6,1,5,4,3,1,4,2,2,0,1,4,2,0,0,2,1
2016,1541.50814,2,1,2,1,5,1,5,3,2,1,1,2,2,0,1,1,1,0,0,2,1
2016,1541.50814,2,1,2,1,5,1,5,3,2,1,1,2,2,0,1,1,1,0,0,2,1
2016,6838.59522,1,1,2,1,6,1,7,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,2766.94207,1,1,2,1,6,2,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,1166.87943,2,1,2,1,7,2,88,1,3,2,4,1,2,0,1,2,1,0,0,2,3
2016,2197.691,1,1,2,1,3,1,4,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,2197.691,1,1,2,1,3,1,4,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,2331.78876,2,1,2,1,7,4,1,2,2,1,3,2,1,2,1,2,1,0,0,2,5
2016,20986.09884,2,1,2,1,7,4,1,2,2,1,3,2,1,2,1,3,1,1,1,2,1
2016,2331.78876,2,1,2,1,7,4,1,2,2,1,3,2,3,5,1,2,1,1,1,2,1
2016,47299.5127,1,2,2,2,1,1,7,3,2,1,3,2,2,0,1,4,2,1,1,2,4
2016,1976.04845,2,1,2,1,7,4,5,3,2,1,2,2,2,0,1,4,2,0,0,2,2
2016,25976.9833,2,3,2,3,6,4,3,1,2,2,4,2,2,0,1,4,2,0,0,2,1
2016,3413.75976,1,1,2,1,6,2,88,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2016,3105.59941,2,1,2,1,7,2,7,1,2,2,3,1,2,0,1,4,2,1,1,2,5
2016,5080.43317,2,2,2,2,4,1,1,1,3,1,2,1,2,0,1,4,2,0,0,2,1
2016,3991.87258,2,2,2,2,5,5,3,1,2,2,1,1,2,0,1,1,1,1,1,2,1
2016,4238.06231,2,1,1,4,1,1,7,0,3,2,3,2,2,0,1,4,2,0,0,1,4
2016,4534.86987,2,2,2,2,6,4,7,2,2,2,3,1,2,0,1,4,2,0,0,2,1
2016,3802.55213,2,2,2,2,6,2,1,5,2,1,1,1,2,0,1,3,1,1,2,1,2
2016,4222.39879,2,2,2,2,6,4,88,2,2,1,1,1,2,0,1,4,2,1,1,1,2
2016,3628.42644,2,1,2,1,5,1,6,2,3,1,4,2,1,3,1,3,1,0,0,2,5
2016,2866.3994,2,1,2,1,7,4,1,1,3,2,4,2,1,1,1,2,1,0,0,2,3
2016,3585.55994,1,1,1,4,5,4,5,2,3,2,4,2,2,0,1,4,2,0,0,2,4
2016,3585.55994,1,1,1,4,5,4,5,2,3,2,4,2,2,0,1,4,2,0,0,2,4
2016,3585.55994,1,1,1,4,5,4,5,2,3,2,4,2,2,0,1,4,2,0,0,2,4
2016,3528.60323,2,2,2,2,6,1,88,1,2,2,4,1,2,0,1,4,2,0,0,2,5
2016,4697.34856,1,3,2,3,4,1,88,5,1,1,4,2,2,0,1,4,2,0,0,2,3
2016,1780.13623,2,2,2,2,7,4,3,5,1,1,1,2,2,0,1,4,2,1,1,2,1
2016,1780.13623,2,2,2,2,7,4,3,5,1,1,1,2,2,0,1,3,1,1,2,2,1
2016,1780.13623,2,2,2,2,7,4,3,5,1,1,1,2,2,0,1,3,1,1,2,2,1
2016,1641.44871,1,2,2,2,7,4,1,2,3,1,1,2,2,0,1,1,1,0,0,2,1
2016,4253.71248,1,1,2,1,4,1,88,5,1,1,4,1,1,2,1,3,1,0,0,2,3
2016,3885.88456,1,1,2,1,6,2,88,1,1,1,2,1,2,0,1,4,2,0,0,2,1
2016,367.8364,1,1,2,1,3,1,7,5,1,1,3,2,2,0,1,4,2,0,0,2,1
2016,3974.77602,1,2,2,2,8,2,7,5,1,1,4,3,2,0,2,5,3,0,0,2,3
2016,3957.68316,2,1,2,1,7,4,7,3,4,1,3,1,3,5,1,4,2,0,0,2,3
2016,1268.71145,2,1,2,1,7,2,6,0,2,3,4,1,2,0,1,4,2,0,0,2,3
2016,514.59974,1,1,1,4,5,1,6,4,2,1,4,2,1,3,1,3,1,1,1,2,3
2016,3904.68541,1,1,2,1,5,1,6,3,2,1,3,1,2,0,1,4,2,0,0,2,5
2016,5481.5074,2,3,2,3,5,2,6,1,3,2,6,2,2,0,1,4,2,0,0,2,3
2016,3939.47449,2,1,2,1,6,5,4,4,2,1,4,1,2,0,1,4,2,0,0,2,1
2016,4506.11999,1,1,1,4,1,1,2,3,3,1,4,1,1,1,1,3,1,0,0,2,1
2016,9196.56294,2,1,2,1,6,4,3,1,2,2,1,1,2,0,1,2,1,1,1,2,1
2016,1590.88058,2,2,2,2,2,1,4,2,3,1,3,1,2,0,1,4,2,1,1,2,4
2016,2413.0961,1,1,2,1,8,4,1,4,3,1,4,1,2,0,1,3,1,1,2,2,1
2016,5566.91396,1,2,2,2,4,1,2,4,2,1,2,1,2,0,1,4,2,1,1,2,1
2016,8226.18882,1,1,2,1,6,2,7,1,4,2,3,1,2,0,1,4,2,0,0,2,5
2016,5757.09756,1,1,2,1,5,1,5,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,5757.09756,1,1,2,1,5,1,5,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,2595.63795,1,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2016,2595.63795,1,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2016,781.24737,2,1,2,1,1,1,7,1,3,3,4,2,2,0,1,4,2,0,0,2,4
2016,2199.96419,2,1,2,1,7,1,3,0,3,2,3,1,2,0,1,4,2,0,0,2,1
2016,6993.70935,1,1,1,4,4,1,88,5,3,1,4,2,1,1,1,2,1,0,0,2,3
2016,3829.61103,2,1,2,1,7,4,7,1,4,1,4,2,3,5,2,5,3,0,0,2,3
2016,3364.82546,1,1,2,1,6,4,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1
2016,3433.44066,1,1,2,1,7,2,6,1,1,2,4,1,1,1,1,2,1,0,0,2,3
2016,3763.48414,2,1,2,1,5,1,3,2,3,1,3,1,1,2,1,3,1,0,0,2,1
2016,4484.07614,1,1,2,1,5,1,3,1,1,1,4,2,1,1,1,2,1,0,0,2,1
2016,4484.07614,1,1,2,1,5,1,3,1,1,1,4,2,1,1,1,2,1,0,0,2,1
2016,4484.07614,1,1,2,1,5,1,3,1,1,1,4,2,1,1,1,3,1,0,0,2,1
2016,1067.3608,1,1,2,1,6,1,6,2,3,1,4,1,2,0,1,4,2,0,0,2,3
2016,1594.25402,1,2,2,2,6,3,4,1,3,3,6,3,1,3,1,3,1,0,0,2,3
2016,1461.25497,2,1,2,1,5,1,88,2,3,2,3,2,2,0,1,4,2,0,0,2,1
2016,3250.67443,2,1,2,1,6,2,4,0,3,2,3,1,2,0,1,4,2,0,0,2,1
2016,1302.45632,1,1,2,1,3,1,1,0,2,2,3,2,1,4,1,3,1,0,0,2,3
2016,1892.23066,1,1,2,1,6,2,6,4,4,1,3,2,2,0,1,4,2,0,0,2,5
2016,1284.81038,2,1,2,1,5,1,7,0,2,2,3,2,2,0,1,4,2,0,0,2,3
2016,1284.81038,2,1,2,1,5,1,7,0,2,2,3,2,2,0,1,4,2,0,0,2,3
2016,2090.32788,1,1,2,1,4,1,1,2,3,1,2,2,2,0,1,4,2,0,0,2,1
2016,2515.15329,2,1,2,1,2,1,4,2,4,2,4,2,2,0,1,4,2,0,0,2,2
2016,2515.15329,2,1,2,1,1,1,4,2,4,2,6,2,2,0,1,4,2,0,0,2,2
2016,2516.50899,1,1,2,1,1,1,4,2,4,2,4,2,2,0,1,4,2,0,0,2,2
2016,799.09416,2,1,2,1,6,4,88,0,3,3,1,1,1,3,1,3,1,0,0,2,1
2016,4484.07614,1,1,2,1,5,1,3,1,1,1,4,2,1,1,1,3,1,0,0,2,1
2016,5148.09741,2,1,1,4,6,1,5,1,4,2,4,2,1,2,1,3,1,0,0,2,1
2016,3509.62864,2,1,1,4,4,1,2,1,3,2,1,1,2,0,1,4,2,1,2,1,2
2016,2995.71494,2,1,2,1,8,2,6,1,4,2,4,2,2,0,1,4,2,0,0,2,4
2016,4671.73094,1,3,2,3,2,1,4,1,3,1,3,1,2,0,1,4,2,0,0,2,4
2016,768.35836,2,1,2,1,7,2,6,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2016,200.38245,1,1,2,1,4,1,2,3,2,1,3,2,2,0,1,1,1,0,0,2,2
2016,1399.76157,2,1,2,1,1,1,6,1,2,2,3,2,1,3,1,3,1,0,0,2,3
2016,391.92079,2,1,2,1,7,4,4,1,2,1,4,1,1,3,1,2,1,0,0,2,2
2016,92.02109,2,1,1,4,4,1,1,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,901.62918,2,1,2,1,5,1,6,1,2,2,1,1,2,0,1,4,2,0,0,1,1
2016,844.36074,2,1,2,1,6,4,5,1,2,2,1,1,2,0,1,4,2,1,2,1,1
2016,1320.97874,1,1,2,1,5,2,6,1,2,2,5,1,1,1,1,3,1,0,0,2,3
2016,1391.37183,1,1,2,1,1,1,7,3,2,1,3,2,2,0,1,4,2,0,0,2,4
2016,1391.37183,1,1,2,1,1,1,7,3,2,1,4,2,3,5,1,4,2,0,0,2,1
2016,912.93537,1,1,2,1,6,2,7,1,2,1,4,2,3,5,1,4,2,0,0,2,3
2016,957.52021,1,1,1,4,5,2,7,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2016,3507.31575,1,1,2,1,7,4,88,3,3,1,4,1,3,5,1,4,2,0,0,2,1
2016,531.31301,2,1,2,1,5,4,3,1,3,2,3,2,2,0,1,1,1,1,1,2,2
2016,4599.01978,1,3,2,3,3,1,2,4,3,1,4,1,1,2,1,3,1,0,0,2,5
2016,516.67184,2,1,2,1,7,1,2,0,3,2,3,2,2,0,1,4,2,0,0,2,3
2016,2204.44751,2,1,2,1,6,1,4,0,3,2,3,1,1,1,1,3,1,0,0,2,1
2016,3516.37343,1,1,2,1,6,1,88,1,3,1,4,1,1,1,1,1,1,0,0,2,3
2016,3516.37343,1,1,2,1,6,1,88,1,3,1,5,1,2,0,1,2,1,0,0,2,1
2016,5101.3304,1,1,1,4,1,1,4,5,3,1,3,1,1,2,1,3,1,0,0,2,1
2016,5535.85425,2,2,2,2,3,1,2,5,1,1,4,1,2,0,1,4,2,0,0,2,1
2016,35950.3627,2,1,2,1,5,5,5,4,4,1,1,2,2,0,1,4,2,0,0,1,1
2016,35950.3627,2,1,2,1,5,5,5,4,4,1,1,2,2,0,1,1,1,1,1,2,1
2016,3623.4805,1,1,2,1,6,4,7,1,4,2,1,1,1,1,1,3,1,0,0,2,3
2016,636.57355,1,2,2,2,5,1,2,4,3,1,6,2,2,0,2,5,3,0,0,1,5
2016,636.57355,1,2,2,2,5,1,2,4,3,1,4,2,1,2,1,3,1,0,0,2,1
2016,948.90701,1,2,2,2,1,1,5,1,2,2,3,2,2,0,1,4,2,0,0,2,2
2016,862.02465,1,2,2,2,7,4,88,1,2,2,4,2,2,0,1,4,2,0,0,2,1
2016,147.77356,1,3,2,3,7,1,88,3,2,1,6,8,2,0,1,2,1,1,1,,3
2016,2144.8517,1,1,2,1,6,2,7,1,4,2,6,2,1,3,1,3,1,0,0,2,1
2016,876.1962,2,1,2,1,6,2,7,3,2,1,4,2,2,0,1,4,2,0,0,2,5
2016,609.43985,1,1,2,1,4,1,88,1,2,2,4,2,1,3,1,3,1,0,0,2,2
2016,166.20919,1,3,2,3,6,1,1,3,2,1,3,2,2,0,1,4,2,1,1,2,1
2016,849.46469,1,1,2,1,6,4,4,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,142.46502,1,1,2,1,6,1,1,3,2,1,5,2,1,3,1,3,1,1,1,2,3
2016,1310.83528,2,3,2,3,5,1,5,1,2,2,3,1,2,0,1,4,2,0,0,1,1
2016,942.05318,2,1,1,4,7,4,5,1,2,2,4,1,1,3,1,3,1,1,1,2,3
2016,925.21391,1,1,1,4,6,2,6,1,2,2,4,1,1,1,1,2,1,0,0,2,3
2016,3157.34579,2,1,2,1,6,4,6,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2016,3801.61107,1,1,1,4,6,1,2,1,3,2,3,1,1,2,1,3,1,1,2,1,1
2016,2898.28141,2,1,2,1,4,2,6,1,3,2,3,3,2,0,1,2,1,0,0,2,1
2016,2767.57581,1,1,1,4,5,4,5,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2016,3910.85679,1,1,2,1,1,1,88,0,3,3,3,2,1,2,1,3,1,1,1,2,4
2016,4864.95097,2,1,1,4,2,1,5,5,3,1,4,1,1,1,1,3,1,0,0,2,3
2016,3896.90039,1,1,1,4,5,4,88,2,3,1,3,1,1,2,1,2,1,1,2,2,1
2016,3224.63705,1,1,2,1,7,1,3,1,4,3,4,2,2,0,1,4,2,0,0,2,1
2016,4360.57939,2,3,2,3,5,3,88,0,4,2,3,1,2,0,1,3,1,1,2,2,1
2016,3590.89445,1,3,2,3,5,1,6,1,4,2,4,2,2,0,1,2,1,0,0,2,3
2016,5492.83532,1,1,1,4,2,1,5,3,4,1,5,2,2,0,1,4,2,0,0,2,4
2016,2828.86976,1,1,1,4,7,2,88,3,4,1,4,1,2,0,1,4,2,1,1,,3
2016,2120.71828,2,1,1,4,5,1,5,2,2,1,1,1,3,5,1,4,2,1,1,2,1
2016,689.6489,2,1,2,1,8,2,6,1,4,2,4,2,1,4,1,3,1,0,0,2,3
2016,3439.3305,2,1,2,1,7,1,2,0,4,1,6,2,2,0,1,4,2,0,0,2,1
2016,6863.39121,1,1,2,1,5,1,7,0,4,2,4,1,2,0,1,4,2,0,0,2,3
2016,1816.4338,1,1,2,1,7,2,7,1,4,2,4,2,3,5,1,4,2,0,0,2,3
2016,3123.49917,2,3,2,3,4,1,7,5,2,1,6,2,3,5,2,5,3,0,0,2,3
2016,584.74503,1,1,2,1,8,4,3,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2016,780.80321,2,1,2,1,7,1,88,1,2,2,3,1,2,0,1,4,2,0,0,2,5
2016,2711.11858,1,1,2,1,4,1,88,0,2,2,5,2,2,0,1,4,2,0,0,2,2
2016,1228.20086,2,2,2,2,7,1,2,5,2,1,1,2,2,0,1,4,2,1,2,2,1
2016,1228.20086,2,2,2,2,7,1,2,5,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,1228.20086,2,2,2,2,7,1,2,5,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,1228.20086,2,2,2,2,7,1,2,5,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,1228.20086,2,2,2,2,7,1,2,5,2,1,1,2,2,0,1,4,2,1,1,2,1
2016,1028.44852,1,1,2,1,7,2,88,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2016,553.01318,1,1,2,1,5,4,6,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,1479.509,2,1,2,1,2,1,7,1,2,2,1,2,2,0,1,1,1,1,2,2,1
2016,3572.39738,2,1,2,1,6,4,6,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2016,3572.39738,2,1,2,1,6,4,6,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2016,3572.39738,2,1,2,1,6,4,6,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2016,3265.59448,2,1,2,1,7,1,4,4,4,1,3,2,2,0,1,4,2,0,0,2,1
2016,3265.59448,2,1,2,1,7,1,4,4,4,1,3,2,2,0,1,4,2,0,0,2,1
2016,3065.19414,2,1,2,1,4,1,88,1,4,2,4,1,1,2,1,3,1,0,0,2,3
2016,2989.86122,1,1,2,1,7,2,88,5,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,4663.18068,1,3,2,3,5,1,3,5,4,1,4,2,2,0,1,2,1,1,1,2,3
2016,3629.03727,2,3,2,3,5,1,5,1,4,2,4,2,2,0,1,1,1,0,0,2,1
2016,3121.39749,2,2,2,2,8,1,3,2,3,1,4,2,3,5,1,4,2,0,0,2,1
2016,3060.39063,1,1,2,1,8,2,7,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,5044.32574,1,1,1,4,1,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2016,5044.32574,1,1,1,4,1,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2016,5044.32574,1,1,1,4,1,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2016,3349.73592,1,1,2,1,7,2,7,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2016,2740.64448,1,1,2,1,8,2,88,0,2,2,4,1,1,1,1,3,1,0,0,2,1
2016,1180.25779,2,1,2,1,7,3,3,1,1,2,4,1,2,0,1,4,2,0,0,2,1
2016,1180.25779,2,1,2,1,7,3,3,1,1,2,4,1,2,0,1,4,2,0,0,2,1
2016,1180.25779,2,1,2,1,7,3,3,1,1,2,4,1,2,0,1,4,2,0,0,2,1
2016,935.38266,2,1,1,4,5,2,6,1,2,2,4,1,1,1,1,2,1,0,0,2,3
2016,560.56912,1,1,2,1,4,1,6,3,2,1,1,2,2,0,1,4,2,0,0,2,1
2016,560.56912,1,1,2,1,4,1,6,3,2,1,1,2,2,0,1,4,2,0,0,2,1
2016,560.56912,1,1,2,1,4,1,6,3,2,1,1,1,1,3,1,3,1,1,1,2,1
2016,804.26471,1,1,2,1,7,4,88,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,1178.09693,1,1,2,1,3,1,4,3,2,1,4,1,3,5,1,4,2,0,0,2,2
2016,81.90292,2,1,2,1,3,1,2,1,2,2,1,2,1,3,1,1,1,1,2,1,2
2016,1029.35344,1,1,2,1,7,1,5,1,2,2,4,2,3,5,1,4,2,0,0,2,3
2016,1307.09253,2,1,1,4,5,5,2,5,2,1,4,2,2,0,2,5,3,0,0,2,1
2016,7842.55518,2,1,1,4,5,5,2,5,2,1,1,1,1,2,1,2,1,1,2,2,1
2016,1098.43062,2,1,2,1,7,5,7,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2016,1565.93257,2,1,1,4,5,4,7,5,4,1,1,1,2,0,1,4,2,1,2,2,1
2016,594.88992,1,1,1,4,7,5,4,0,4,2,4,2,1,1,1,3,1,0,0,2,3
2016,2430.07804,1,1,2,1,5,1,4,2,2,1,3,1,2,0,1,2,1,0,0,2,3
2016,755.80844,1,2,2,2,3,1,1,4,2,1,4,2,3,5,1,4,2,0,0,2,3
2016,2800.83936,2,1,2,1,7,4,2,0,3,2,4,1,2,0,1,2,1,0,0,2,3
2016,3531.3756,1,1,1,4,6,2,88,3,4,1,4,1,1,3,1,3,1,1,1,2,4
2016,4874.08408,1,1,1,4,2,1,88,3,4,1,5,1,1,3,1,2,1,0,0,2,1
2016,4874.08408,1,1,1,4,2,1,88,3,4,1,5,1,1,3,1,3,1,0,0,2,3
2016,4886.35212,1,1,2,1,7,1,6,0,4,2,3,2,2,0,1,4,2,0,0,2,2
2016,4886.35212,1,1,2,1,7,1,6,0,4,2,3,2,2,0,1,4,2,0,0,2,2
2016,6105.87212,1,1,2,1,5,1,5,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,3825.70177,2,1,2,1,3,1,88,3,4,1,1,2,2,0,1,1,1,1,1,2,2
2016,3191.88502,1,1,2,1,7,2,7,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2016,3346.93987,1,1,1,4,6,5,4,3,4,1,1,1,1,1,1,3,1,1,1,2,1
2016,4328.50502,1,1,1,4,4,2,1,5,4,1,3,1,2,0,1,4,2,0,0,1,3
2016,959.85739,1,1,2,1,8,3,7,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2016,3094.79564,2,1,2,1,1,1,7,2,2,1,3,2,3,5,1,4,2,0,0,2,4
2016,3094.79564,2,1,2,1,1,1,7,2,2,1,3,2,3,5,1,4,2,0,0,2,4
2016,1196.72599,1,1,2,1,5,2,7,0,2,2,3,2,1,4,1,3,1,0,0,2,5
2016,2119.50803,1,1,2,1,6,2,6,0,4,2,5,1,2,0,1,4,2,0,0,2,3
2016,2268.31028,2,1,2,1,6,4,6,2,4,1,3,1,1,1,1,2,1,1,2,1,1
2016,652.03015,2,2,2,2,5,1,3,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2016,652.03015,2,2,2,2,5,1,3,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2016,652.03015,2,2,2,2,5,1,3,4,2,1,6,2,2,0,1,4,2,0,0,2,1
2016,652.03015,2,2,2,2,5,1,3,4,2,1,6,2,2,0,1,4,2,0,0,2,1
2016,652.03015,2,2,2,2,5,1,3,4,2,1,6,2,2,0,1,4,2,0,0,2,1
2016,1425.51596,2,1,2,1,3,4,88,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2016,1425.51596,2,1,2,1,3,4,88,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2016,1824.12535,2,1,2,1,6,1,1,4,4,1,1,1,2,0,1,1,1,1,1,2,1
2016,516.77831,1,1,2,1,5,2,7,1,2,2,3,2,2,0,1,4,2,0,0,2,5
2016,1903.58656,1,3,1,4,7,5,4,4,4,1,4,2,3,5,1,4,2,0,0,2,3
2016,3770.1947,1,1,2,1,6,2,3,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2016,846.44975,1,1,2,1,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2016,846.44975,1,1,2,1,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2016,1833.77353,2,1,2,1,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,1
2016,4046.68986,2,2,2,2,5,1,88,2,3,1,4,2,3,5,1,2,1,0,0,2,3
2016,4221.34171,1,1,2,1,3,1,4,1,2,2,4,2,2,0,2,5,3,0,0,2,3
2016,3334.52415,2,1,2,1,7,2,7,1,2,2,3,2,2,0,1,4,2,0,0,2,2
2016,6045.42718,1,3,2,3,5,1,6,3,3,1,4,1,1,2,1,3,1,1,2,2,3
2016,3930.12715,1,1,2,1,6,4,3,0,3,2,4,1,1,1,1,2,1,1,2,2,2
2016,3003.37878,2,2,2,2,7,3,6,0,3,2,3,2,2,0,1,4,2,0,0,2,4
2016,2362.81155,2,1,2,1,2,1,6,2,4,1,3,2,2,0,1,4,2,0,0,2,4
2016,3035.54669,1,1,2,1,8,4,7,5,1,1,4,1,1,2,1,2,1,1,2,2,3
2016,1312.36034,2,1,1,4,8,3,3,2,4,1,3,1,2,0,1,4,2,0,0,2,1
2016,3015.07664,1,1,2,1,8,2,88,5,1,1,5,1,2,0,1,3,1,1,2,2,3
2016,3784.78636,2,1,2,1,6,1,6,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2016,3015.07664,1,1,1,4,8,4,2,5,1,1,6,2,2,0,2,5,3,0,0,2,3
2016,2876.9912,2,1,2,1,6,2,7,0,1,2,5,1,2,0,1,4,2,0,0,2,4
2016,902.65025,2,1,2,1,7,1,6,4,2,1,4,1,1,3,1,3,1,0,0,2,3
2016,916.19761,2,1,2,1,6,4,6,1,2,1,1,1,2,0,1,4,2,1,2,1,1
2016,448.13263,2,1,2,1,7,2,7,1,2,2,3,1,2,0,1,4,2,0,0,2,5
2016,3901.04664,1,1,2,1,1,1,5,0,2,2,2,2,2,0,1,4,2,0,0,2,1
2016,1149.08427,2,1,2,1,6,1,6,4,4,1,3,2,2,0,1,4,2,0,0,2,5
2016,1149.08427,2,1,2,1,6,1,6,4,4,1,3,2,2,0,1,4,2,1,2,2,5
2016,1716.62471,2,2,2,2,1,1,6,4,4,1,3,2,2,0,1,4,2,1,1,2,4
2016,803.70491,1,1,2,1,5,1,7,4,2,1,4,1,2,0,1,4,2,1,2,2,3
2016,2651.51172,2,1,2,1,6,2,7,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2016,877.92006,2,1,2,1,6,2,7,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2016,877.92006,2,1,2,1,6,2,7,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2016,877.92006,2,1,2,1,6,2,7,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2016,877.92006,2,1,2,1,6,2,7,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2016,877.92006,2,1,2,1,6,2,7,0,2,2,3,3,2,0,1,4,2,0,0,2,4
2016,3000.46485,2,1,2,1,1,1,4,1,2,2,3,1,2,0,1,4,2,1,1,1,4
2016,1611.24053,1,1,1,4,4,1,4,2,2,2,6,1,1,1,1,3,1,1,1,2,1
2016,2054.32064,1,1,2,1,7,2,7,1,2,2,4,2,1,2,1,3,1,0,0,2,5
2016,2701.45314,1,3,2,3,6,4,6,4,2,1,5,1,1,3,1,3,1,0,0,2,5
2016,894.45575,1,3,2,3,6,4,6,4,2,1,4,1,2,0,1,4,2,0,0,2,5
2016,4327.1474,2,1,2,1,5,2,5,4,4,1,4,2,2,0,1,1,1,0,0,2,3
2016,686.98874,1,1,2,1,6,2,7,1,4,2,3,1,1,3,1,3,1,0,0,2,3
2016,4878.83286,1,1,2,1,2,1,7,1,4,1,3,1,2,0,1,4,2,0,0,2,4
2016,3954.60643,1,1,1,4,6,1,1,0,4,3,6,2,2,0,1,4,2,0,0,2,1
